payment_id,payment_order_id,payment_amount,payment_fee,payment_method,payment_status
4512020,71307877,75.9,1.06,ONLINE,PAID
5419566,92535377,112.7,3.04,ONLINE,PAID
5447952,93018311,5.0,0.0,VOUCHER,PAID
5042267,85207818,65.6,0.98,ONLINE,PAID
4536352,72042458,67.8,1.83,ONLINE,PAID
4544977,72375788,111.7,3.02,ONLINE,PAID
4519280,71537620,39.9,0.6,ONLINE,PAID
4928324,82737037,50.9,0.97,CREDIT,PAID
4764260,78750189,58.53,1.17,ONLINE,PAID
5314947,90277580,116.8,3.15,ONLINE,PAID
5432047,92765793,44.7,0.58,ONLINE,PAID
5384709,91727360,111.8,3.02,ONLINE,PAID
4633305,74970788,110.0,1.65,ONLINE,PAID
5166361,87310835,171.3,4.63,ONLINE,PAID
4748720,78232649,61.8,1.67,ONLINE,PAID
4624312,74726771,125.1,3.38,ONLINE,PAID
4671824,76020483,158.3,4.27,ONLINE,PAID
4933638,82815900,11.01,0.0,VOUCHER,PAID
4432990,68641042,158.05,4.27,ONLINE,PAID
4794654,79475918,62.1,0.93,ONLINE,PAID
5257323,89030677,35.8,0.5,ONLINE,PAID
4432628,68632473,66.4,1.79,ONLINE,PAID
4694802,76694556,131.3,3.55,ONLINE,PAID
4564396,72983074,78.8,2.13,ONLINE,PAID
5240145,88602910,160.8,3.22,ONLINE,PAID
5380136,91671970,56.9,0.85,ONLINE,PAID
5114559,86470091,10.0,0.0,VOUCHER,PAID
5049235,85313927,99.9,1.5,ONLINE,PAID
5244334,88662026,32.94,0.49,ONLINE,PAID
4766508,78787005,86.8,2.34,ONLINE,PAID
4670243,75993149,20.0,0.0,VOUCHER,PAID
4505831,71089229,126.75,3.42,ONLINE,PAID
5219310,88145841,138.49,2.77,ONLINE,PAID
4495144,70746930,68.8,1.86,ONLINE,PAID
4526906,71770033,103.0,1.55,ONLINE,PAID
5143825,87014567,76.8,1.15,ONLINE,PAID
5465557,93133226,151.5,4.09,ONLINE,PAID
5304894,90078048,10.0,0.0,VOUCHER,PAID
4916856,82523055,35.4,0.5,ONLINE,PAID
5126499,86681974,69.9,1.05,DEBIT,PAID
4532227,71933164,117.0,1.76,ONLINE,PAID
4753986,78399910,32.0,0.48,ONLINE,PAID
5055622,85422930,235.4,4.71,ONLINE,PAID
4927625,82735665,0.02,0.0,ONLINE,PAID
5416655,92433362,20.0,0.0,VOUCHER,PAID
5218450,88132093,103.7,2.8,ONLINE,PAID
4892534,81967621,211.6,3.17,ONLINE,PAID
4919719,82571841,56.0,0.84,ONLINE,PAID
5387918,91832461,61.78,0.93,ONLINE,PAID
4577686,73396904,10.0,0.0,VOUCHER,PAID
4653526,75505645,141.5,2.12,ONLINE,PAID
5260955,89022733,215.98,4.32,STORE_DIRECT_PAYMENT,PAID
4610956,74383834,59.4,0.83,ONLINE,PAID
5048951,85309281,39.8,0.6,ONLINE,PAID
5375945,91580418,45.7,0.69,ONLINE,PAID
4480293,70322478,12.0,0.0,VOUCHER,PAID
5386278,91717598,94.9,0.0,MEAL_BENEFIT,PAID
5328805,90577011,34.0,0.51,ONLINE,PAID
5310146,90194904,10.0,0.0,VOUCHER,PAID
4452019,69323928,62.8,0.94,ONLINE,PAID
4702474,76892963,105.2,2.84,ONLINE,PAID
5244895,88670111,201.5,5.44,ONLINE,PAID
4741100,77997613,151.3,4.09,ONLINE,PAID
4513314,71345229,40.7,0.61,ONLINE,PAID
4697970,76781085,159.05,4.29,ONLINE,PAID
5358382,91218821,136.2,3.68,ONLINE,PAID
4955245,83257298,128.3,1.91,ONLINE,PAID
5153483,87133289,16.8,0.25,ONLINE,PAID
4981180,83850842,23.3,0.47,ONLINE,PAID
4710670,77069639,47.4,0.71,ONLINE,PAID
4738191,77913576,55.99,0.0,VOUCHER_STORE,PAID
4663728,75803019,30.9,0.46,ONLINE,PAID
5248191,88761876,68.75,1.03,ONLINE,PAID
4766617,78789123,58.99,0.88,ONLINE,PAID
4861079,81192569,109.33,2.19,ONLINE,PAID
4592269,73779372,237.5,3.56,ONLINE,PAID
4658444,75654137,20.0,0.0,VOUCHER,PAID
4551602,72590241,75.3,1.05,ONLINE,PAID
4956106,83338059,30.0,0.39,ONLINE,PAID
5409523,92297265,198.04,2.97,ONLINE,PAID
5188130,87656432,671.2,13.42,ONLINE,PAID
4822166,80184232,54.4,0.82,ONLINE,PAID
4525493,71722378,10.0,0.0,VOUCHER,PAID
5268616,89210278,49.7,0.75,MONEY,PAID
4495811,70760556,128.2,3.46,ONLINE,PAID
5186162,87639411,91.8,2.48,ONLINE,PAID
4651973,75456275,224.0,4.48,DEBIT_STORE,PAID
4683178,76308963,61.3,0.92,DEBIT,PAID
4611047,74368396,77.9,1.09,DEBIT,PAID
4671936,76021917,253.05,6.83,ONLINE,PAID
5421141,92554130,71.4,1.93,ONLINE,PAID
5136060,86873617,33.6,0.5,ONLINE,PAID
4479593,70294684,43.5,0.61,ONLINE,PAID
4585629,73619784,58.8,1.59,ONLINE,PAID
4649141,75432154,17.0,0.26,ONLINE,PAID
5131733,86824406,149.9,3.0,ONLINE,PAID
5451366,93093069,125.49,2.51,ONLINE,PAID
4498168,70846483,26.9,0.4,ONLINE,PAID
5111363,86422503,121.8,3.29,ONLINE,PAID
5125695,86678042,322.8,6.46,ONLINE,PAID
4549909,72549675,189.49,3.79,ONLINE,PAID
4934747,82819392,29.0,0.44,VOUCHER_DC,PAID
5309835,90189909,10.0,0.0,VOUCHER,PAID
5356882,91187534,150.66,2.26,ONLINE,PAID
4831849,80444527,66.4,1.79,ONLINE,PAID
4776268,79026634,89.99,1.8,STORE_DIRECT_PAYMENT,PAID
5365501,91384413,10.0,0.0,VOUCHER,PAID
4986094,83925370,35.9,0.54,ONLINE,PAID
5113825,86461355,66.4,1.79,ONLINE,PAID
5016297,84598612,44.0,0.66,CREDIT_STORE,PAID
5430804,92750994,11.0,0.17,ONLINE,PAID
4708835,77025337,101.7,2.75,ONLINE,PAID
4625318,74747196,20.8,0.31,ONLINE,PAID
4873757,81511607,166.7,4.5,ONLINE,PAID
4936201,82888500,140.0,3.78,ONLINE,PAID
4904721,82239092,74.8,1.12,ONLINE,PAID
4757735,78552454,73.8,1.99,ONLINE,PAID
5391910,91891064,58.9,0.77,ONLINE,PAID
5395582,91973684,86.8,2.34,ONLINE,PAID
4639329,75174536,10.0,0.0,VOUCHER,PAID
5131223,86818067,12.0,0.0,VOUCHER,PAID
4850271,80846566,670.1,13.4,STORE_DIRECT_PAYMENT,PAID
5157854,87228825,84.9,1.27,ONLINE,PAID
4440853,68876347,27.9,0.42,DEBIT,PAID
4478075,70252164,20.0,0.0,VOUCHER,PAID
4949015,83135370,25.9,0.39,CREDIT,PAID
5283753,89648891,95.9,1.44,ONLINE,PAID
4519886,71550162,240.2,6.49,ONLINE,PAID
5060723,85514487,32.5,0.49,PAYMENT_LINK,PAID
5302939,90048831,98.9,1.48,ONLINE,PAID
5240710,88612388,22.9,0.34,ONLINE,PAID
4652169,75475763,196.8,5.31,ONLINE,PAID
4708140,77011812,80.1,2.16,ONLINE,PAID
4619491,74622725,36.9,0.55,ONLINE,PAID
4740694,77980242,41.9,0.63,ONLINE,PAID
4551533,72589087,78.7,1.18,ONLINE,PAID
4462528,69681773,75.4,1.02,DEBIT,PAID
4541047,72230446,80.7,1.05,ONLINE,PAID
5331910,90616889,1.99,0.03,ONLINE,PAID
4556851,72773314,81.7,1.22,ONLINE,PAID
4577062,73335146,177.2,4.78,ONLINE,PAID
4882603,81733265,51.6,0.77,ONLINE,PAID
5044345,85231243,111.6,3.01,ONLINE,PAID
4528148,71797622,36.8,0.55,ONLINE,PAID
5302560,90044406,85.75,1.28,ONLINE,PAID
4866978,81315722,110.9,1.66,ONLINE,PAID
4882522,81731407,148.6,2.21,ONLINE,PAID
5039668,85094679,79.7,1.2,ONLINE,PAID
5459043,93115779,67.1,0.94,ONLINE,PAID
5448207,93023254,76.4,2.06,ONLINE,PAID
5376567,91594337,126.8,3.42,ONLINE,PAID
5296218,89945848,49.8,1.0,ONLINE,PAID
4491760,70660385,47.8,0.72,ONLINE,PAID
4578760,73418354,55.7,0.84,ONLINE,PAID
5246887,88631231,163.53,3.27,STORE_DIRECT_PAYMENT,PAID
5043625,85222615,514.66,7.72,ONLINE,PAID
4708096,77011305,36.0,0.54,ONLINE,PAID
4629928,74884249,272.5,7.36,ONLINE,PAID
5241764,88622058,48.6,0.73,ONLINE,PAID
5408176,92279129,10.0,0.0,VOUCHER,PAID
4594806,73863236,114.5,1.6,ONLINE,PAID
5344137,90895696,96.8,1.45,ONLINE,PAID
4952129,83208817,121.8,3.29,ONLINE,PAID
5334974,90676238,22.0,0.33,ONLINE,PAID
5254871,88912893,225.0,3.38,ONLINE,PAID
5007959,84482137,10.0,0.0,VOUCHER,PAID
4780400,79111835,71.8,1.94,ONLINE,PAID
4957614,83358488,9.9,0.15,ONLINE,PAID
4588746,73657249,91.8,2.48,ONLINE,PAID
4438253,68771892,124.7,0.0,MEAL_BENEFIT,PAID
4860621,81140209,24.9,0.37,DEBIT,PAID
5232337,88430484,69.7,1.05,ONLINE,PAID
4584336,73565003,79.8,1.19,ONLINE,PAID
5265993,89176895,63.2,1.71,ONLINE,PAID
4829199,80390226,108.6,2.93,ONLINE,PAID
4786124,79260826,10.0,0.0,VOUCHER,PAID
4547225,72433551,32.8,0.49,ONLINE,PAID
4576929,73331056,141.6,3.82,ONLINE,PAID
4517740,71486141,78.05,1.17,ONLINE,PAID
5256753,88965179,56.8,0.0,MEAL_BENEFIT,PAID
4535270,72014923,58.6,0.88,ONLINE,PAID
5074025,85742363,35.4,0.5,ONLINE,PAID
4799441,79610490,27.4,0.41,ONLINE,PAID
4884552,81761697,219.2,5.92,ONLINE,PAID
4750282,78267075,29.79,0.45,ONLINE,PAID
5086918,85956724,122.86,2.46,INSTALLMENT_CREDIT_STORE,PAID
5276810,89454538,85.2,2.3,ONLINE,PAID
4464923,69797017,30.49,0.46,ONLINE,PAID
4685840,76375748,20.0,0.0,VOUCHER,PAID
4713564,77147760,12.0,0.0,VOUCHER,PAID
4763196,78686670,102.2,2.76,ONLINE,PAID
5063370,85573302,65.03,0.98,ONLINE,PAID
4941039,82965914,111.4,3.01,ONLINE,PAID
4904142,82229345,112.5,3.04,ONLINE,PAID
5236635,88505315,43.7,0.66,ONLINE,PAID
5464634,93129523,339.9,5.1,CREDIT,PAID
5319932,90402264,41.9,0.63,ONLINE,PAID
5081852,85897969,39.43,0.59,ONLINE,PAID
4777278,79057229,51.4,1.39,ONLINE,PAID
5276158,89444826,61.2,0.92,ONLINE,PAID
4825706,80252704,48.0,0.72,DEBIT,PAID
5361834,91329397,10.0,0.0,VOUCHER,PAID
4820962,80175735,38.9,0.58,DEBIT,PAID
5087204,85983598,66.7,1.8,ONLINE,PAID
4523310,71680293,50.8,0.76,ONLINE,PAID
5008077,84483603,68.0,1.02,ONLINE,PAID
4626695,74830334,214.2,5.78,ONLINE,PAID
5242822,88635281,55.9,0.84,ONLINE,PAID
5419671,92536576,471.06,7.07,ONLINE,PAID
4895400,82014402,106.8,1.6,ONLINE,PAID
5313687,90229638,55.9,0.0,MEAL_BENEFIT,PAID
4670445,75997643,71.8,1.94,ONLINE,PAID
4872645,81483680,41.8,1.13,ONLINE,PAID
4879367,81662227,9.99,0.15,ONLINE,PAID
4728643,77584945,47.9,0.72,ONLINE,PAID
4663952,75807324,113.2,1.7,ONLINE,PAID
4898392,82123788,131.75,3.56,ONLINE,PAID
4949106,83143987,130.2,1.95,ONLINE,PAID
4702275,76889034,45.7,0.69,ONLINE,PAID
4472643,70067827,54.8,0.82,ONLINE,PAID
5431314,92756141,15.5,0.23,ONLINE,PAID
5039673,85094701,42.8,0.64,ONLINE,PAID
5220606,88209495,153.9,3.08,ONLINE,PAID
5197429,87825945,323.5,6.47,ONLINE,PAID
4948168,83131801,45.8,0.69,ONLINE,PAID
5428845,92733259,38.8,0.58,ONLINE,PAID
5024809,84816317,54.9,0.82,ONLINE,PAID
4580538,73457284,99.9,1.5,ONLINE,PAID
4972884,83661524,149.0,2.98,ONLINE,PAID
5000604,84290546,19.8,0.3,ONLINE,PAID
4529166,71818207,90.0,6.3,ONLINE,PAID
4890286,81914321,399.99,8.0,STORE_DIRECT_PAYMENT,PAID
4723546,77459740,17.8,0.23,ONLINE,PAID
5031888,84981149,181.3,4.9,ONLINE,PAID
5340633,90824225,83.6,1.25,ONLINE,PAID
5011826,84532515,12.71,0.0,VOUCHER,PAID
4459847,69606743,24.8,0.37,ONLINE,PAID
5250378,88796383,61.7,0.92,ONLINE,PAID
5334643,90671380,199.4,2.99,ONLINE,PAID
5056736,85442777,34.9,0.0,MEAL_BENEFIT,PAID
4508510,71209523,103.5,1.45,ONLINE,PAID
4812078,79960741,10.0,0.0,VOUCHER,PAID
4712047,77112494,109.9,1.43,ONLINE,PAID
4795487,79489088,88.6,1.24,DEBIT,PAID
4557228,72780361,145.1,3.92,ONLINE,PAID
4687437,76471573,46.2,0.65,ONLINE,PAID
5333826,90658738,179.72,2.7,ONLINE,PAID
5459537,93117518,15.9,0.24,ONLINE,PAID
4566036,73018572,144.6,3.9,ONLINE,PAID
4818620,80144266,67.9,1.83,ONLINE,PAID
5159405,87242650,107.85,2.16,ONLINE,PAID
5375386,91571239,78.9,1.18,ONLINE,PAID
5396838,92031373,8.0,0.0,VOUCHER,PAID
5250550,88798922,25.9,0.39,ONLINE,PAID
4917039,82526665,33.7,0.51,ONLINE,PAID
5224733,88260566,10.0,0.0,VOUCHER,PAID
5264649,89157523,42.94,0.64,ONLINE,PAID
4920482,82581434,44.8,0.0,ONLINE,PAID
5100457,86228983,91.8,2.48,ONLINE,PAID
4966802,83566909,90.0,1.35,ONLINE,PAID
4625179,74744833,24.4,0.37,ONLINE,PAID
5052639,85432034,38.8,0.58,ONLINE,PAID
5465236,93124620,33.4,0.0,MEAL_BENEFIT,PAID
5216456,88091812,10.0,0.0,VOUCHER,PAID
5256911,89023062,68.29,1.02,ONLINE,PAID
4914569,82446896,130.9,3.53,ONLINE,PAID
4692201,76580481,41.7,0.63,PAYMENT_LINK,PAID
4843121,80702063,89.6,1.34,ONLINE,PAID
5035754,85045140,10.0,0.0,VOUCHER,PAID
4619443,74621975,129.3,3.49,ONLINE,PAID
4451846,69275698,108.6,2.93,ONLINE,PAID
5063572,85575210,33.8,0.51,ONLINE,PAID
4984927,83905072,66.9,1.0,ONLINE,PAID
4946473,83106210,71.8,1.94,ONLINE,PAID
4666387,75870519,165.7,4.47,ONLINE,PAID
5216848,88100365,43.98,0.66,ONLINE,PAID
4833873,80481880,246.0,6.64,ONLINE,PAID
5250052,88791361,10.0,0.0,VOUCHER,PAID
5097129,86175318,5.8,0.09,ONLINE,PAID
4833023,80469339,71.7,1.94,ONLINE,PAID
4851322,80901995,204.4,5.52,ONLINE,PAID
5422153,92570044,41.8,1.13,ONLINE,PAID
4508225,71160290,103.8,1.56,ONLINE,PAID
4447847,69136080,125.4,3.39,ONLINE,PAID
5171353,87419929,136.7,3.69,ONLINE,PAID
5183594,87549515,129.5,1.94,PAYMENT_LINK,PAID
5070664,85659315,54.8,0.77,ONLINE,PAID
5290429,89802370,69.5,1.04,ONLINE,PAID
4642447,75284382,155.7,4.2,ONLINE,PAID
5347313,90953027,246.1,6.64,ONLINE,PAID
5144642,87023882,236.7,4.73,ONLINE,PAID
5389106,91850146,26.0,0.39,ONLINE,PAID
5429917,92742152,35.3,0.53,ONLINE,PAID
4531276,71916728,156.7,4.23,ONLINE,PAID
5257820,89039399,114.6,1.72,ONLINE,PAID
5172179,87426367,57.8,1.56,ONLINE,PAID
4959900,83390831,12.0,0.0,VOUCHER,PAID
5427407,92668710,98.99,1.98,ONLINE,PAID
5440057,92913744,81.8,2.21,ONLINE,PAID
5455705,93103827,63.7,1.27,ONLINE,PAID
4739238,77933403,95.9,0.0,ONLINE,PAID
4497007,70821516,47.8,0.72,ONLINE,PAID
4916609,82518558,173.96,3.48,ONLINE,PAID
5410915,92317327,206.9,3.1,ONLINE,PAID
5360003,88444095,215.82,4.32,ONLINE,PAID
5264589,89156426,33.7,0.51,ONLINE,PAID
5239167,88589540,40.8,0.61,ONLINE,PAID
4791271,79402892,30.9,0.46,ONLINE,PAID
5373750,91546911,10.0,0.0,VOUCHER,PAID
4705186,76943075,91.8,2.48,ONLINE,PAID
5136834,86882028,374.42,5.62,ONLINE,PAID
5356208,91171581,17.0,0.26,ONLINE,PAID
4903367,82213563,47.9,0.72,ONLINE,PAID
4573428,73237402,102.9,1.54,ONLINE,PAID
4959998,83392136,10.0,0.0,VOUCHER,PAID
4893684,81985811,91.5,1.37,ONLINE,PAID
4493533,70694639,53.5,0.8,ONLINE,PAID
5299318,89981546,3.99,0.06,MONEY,PAID
4914297,82444066,44.2,0.62,ONLINE,PAID
5329216,90581049,75.7,1.14,ONLINE,PAID
5192841,87704846,73.4,1.47,CREDIT,PAID
4840908,80656852,256.1,3.82,ONLINE,PAID
5415157,92406953,66.0,0.99,ONLINE,PAID
5175355,87448821,39.8,0.6,DEBIT,PAID
5312540,90057219,62.6,0.94,DEBIT,PAID
5045534,85247017,241.54,3.62,ONLINE,PAID
4890301,81914602,28.3,0.42,ONLINE,PAID
5277537,89467598,171.3,4.63,ONLINE,PAID
4668429,75903009,72.94,1.09,ONLINE,PAID
4501476,70943280,45.8,0.69,ONLINE,PAID
4610430,74372535,30.8,0.46,ONLINE,PAID
4901436,82168792,97.7,1.47,ONLINE,PAID
4821236,80185025,160.0,2.4,ONLINE,PAID
4596967,73958874,31.9,0.48,ONLINE,PAID
4710596,77067477,79.4,1.19,ONLINE,PAID
5402397,92139916,83.3,2.25,ONLINE,PAID
5027802,84850615,121.8,3.29,ONLINE,PAID
4605212,74203690,35.9,0.54,ONLINE,PAID
5381104,91678718,39.9,0.6,ONLINE,PAID
5447400,93012891,10.0,0.0,VOUCHER,PAID
4479038,70277868,59.2,0.89,ONLINE,PAID
5200815,87856276,10.01,0.2,ONLINE,PAID
5068758,85622346,31.0,0.47,ONLINE,PAID
4958269,83366285,26.7,0.37,ONLINE,PAID
5216283,88088911,121.8,3.29,ONLINE,PAID
5166956,87319593,20.0,0.0,VOUCHER,PAID
5391607,91884730,10.0,0.0,VOUCHER,PAID
4802542,79734369,790.0,15.8,ONLINE,PAID
5351438,91083463,39.9,0.6,ONLINE,PAID
5275051,89415733,51.9,0.73,ONLINE,PAID
5332924,90644272,121.2,3.27,ONLINE,PAID
5451194,92930634,87.8,0.0,MEAL_BENEFIT,PAID
5072866,85733306,54.8,0.0,ONLINE,PAID
5113208,86452112,192.2,5.19,ONLINE,PAID
5222842,88234547,46.8,0.7,ONLINE,PAID
4614772,74479108,120.8,3.26,ONLINE,PAID
4925775,82713391,50.8,0.76,ONLINE,PAID
5121162,86616312,85.3,0.0,ONLINE,PAID
4841307,80665809,228.95,6.18,ONLINE,PAID
4676848,76138635,69.0,1.04,ONLINE,PAID
4909526,82367200,78.3,1.02,ONLINE,PAID
5137834,86897817,222.84,0.0,VOUCHER,PAID
4723335,77456022,12.0,0.0,VOUCHER,PAID
4515498,71434872,103.7,2.8,ONLINE,PAID
4974177,83688078,190.7,5.15,ONLINE,PAID
5331671,90608966,279.9,5.6,PAYMENT_LINK,PAID
4853599,80952441,5.0,0.0,VOUCHER,PAID
5340438,90821490,148.5,4.01,ONLINE,PAID
4870300,81382777,252.8,5.06,ONLINE,PAID
4863876,81240822,24.1,0.36,ONLINE,PAID
5445802,92998823,133.65,3.61,ONLINE,PAID
4935902,82885898,43.3,0.61,ONLINE,PAID
4744563,78123363,5.0,0.0,VOUCHER,PAID
4581793,73493538,119.6,3.23,ONLINE,PAID
4755567,78454133,54.0,0.81,ONLINE,PAID
4626304,74759814,35.8,0.54,DEBIT,PAID
5272181,89329039,29.9,0.0,MEAL_BENEFIT,PAID
4730901,77681123,71.8,1.94,ONLINE,PAID
5002249,84318595,8.0,0.0,VOUCHER,PAID
4775702,79012902,129.3,3.49,ONLINE,PAID
5006120,84408852,42.94,0.64,ONLINE,PAID
5316406,90328520,100.98,2.02,ONLINE,PAID
5236897,88511025,306.4,8.27,ONLINE,PAID
5310827,90202456,20.0,0.0,VOUCHER,PAID
4905033,82243889,35.0,0.0,VOUCHER,PAID
4654298,75526643,134.3,2.0,ONLINE,PAID
5299511,90001797,151.8,3.04,ONLINE,PAID
4789961,79383049,100.9,1.41,ONLINE,PAID
4817501,80126829,78.1,1.17,ONLINE,PAID
5418125,92517146,125.9,3.4,ONLINE,PAID
5220418,88207752,524.2,10.48,ONLINE,PAID
5271104,89329376,64.9,0.97,ONLINE,PAID
5457567,93111406,26.4,0.4,ONLINE,PAID
4569246,73091378,35.8,0.54,ONLINE,PAID
5252221,88825597,26.4,0.4,DEBIT,PAID
4429451,68476555,117.7,3.18,ONLINE,PAID
5358717,91226238,85.7,1.29,ONLINE,PAID
4517621,71482743,12.0,0.0,VOUCHER,PAID
4967195,83572415,161.6,2.42,ONLINE,PAID
5014453,84585475,136.2,3.68,ONLINE,PAID
4850448,80875614,83.7,1.09,ONLINE,PAID
5227907,88328034,48.8,0.73,ONLINE,PAID
4674397,76085833,56.7,0.85,ONLINE,PAID
5050175,85328683,79.9,1.2,ONLINE,PAID
5263565,89132707,28.5,0.43,ONLINE,PAID
4923418,82633563,82.3,0.0,MEAL_BENEFIT,PAID
4882918,81737515,106.7,2.88,ONLINE,PAID
4821183,80176015,81.29,1.22,CREDIT,PAID
4580863,73465507,172.25,4.65,ONLINE,PAID
5187415,87650839,151.4,3.03,ONLINE,PAID
5057601,85484261,30.95,0.46,ONLINE,PAID
5305519,90087272,217.1,5.86,ONLINE,PAID
4483871,70428970,108.7,2.93,ONLINE,PAID
4945638,83095220,72.7,1.09,ONLINE,PAID
4899105,82132962,168.2,4.54,ONLINE,PAID
4468237,69904186,30.0,0.45,ONLINE,PAID
4462532,69693599,82.25,2.22,ONLINE,PAID
5108930,86389116,93.9,1.88,VOUCHER_STORE,PAID
5226793,88305942,81.7,2.21,ONLINE,PAID
4969533,83604064,69.9,1.05,ONLINE,PAID
5101630,86241220,111.8,3.02,ONLINE,PAID
4523119,71676132,224.2,6.05,ONLINE,PAID
5253576,88879489,8.0,0.0,VOUCHER,PAID
4906071,82266351,96.75,1.45,ONLINE,PAID
4565719,73009692,117.3,1.76,ONLINE,PAID
5443171,92976300,88.8,1.33,ONLINE,PAID
4706210,76955676,65.5,0.98,ONLINE,PAID
4852303,80915866,48.6,0.63,DEBIT,PAID
5280853,89602577,25.8,0.39,ONLINE,PAID
4526365,71747390,138.8,3.75,ONLINE,PAID
5222023,88226489,38.8,0.58,ONLINE,PAID
4946234,83103194,10.7,0.16,ONLINE,PAID
4534498,71990897,70.4,1.05,ONLINE,PAID
4836146,80574381,201.7,5.45,ONLINE,PAID
5381029,91678334,21.0,0.32,ONLINE,PAID
4968983,83595615,78.3,1.17,ONLINE,PAID
5436666,92871590,31.4,0.47,ONLINE,PAID
5270824,89324520,127.8,1.92,ONLINE,PAID
4580290,73451457,170.2,4.6,ONLINE,PAID
5057331,85471983,95.5,1.91,STORE_DIRECT_PAYMENT,PAID
5182733,87495615,117.7,2.35,CREDIT,PAID
4523818,71689336,224.2,6.05,ONLINE,PAID
5058883,85499807,109.2,2.95,ONLINE,PAID
4443392,68965762,60.9,1.64,ONLINE,PAID
5080111,85828449,175.5,4.74,ONLINE,PAID
4894177,81994400,98.5,1.38,ONLINE,PAID
4992528,84074810,279.5,5.59,STORE_DIRECT_PAYMENT,PAID
4933095,82807313,65.79,0.99,ONLINE,PAID
4875047,81539217,126.6,3.42,ONLINE,PAID
5237670,88565450,158.1,3.16,ONLINE,PAID
4930979,82765264,87.5,2.36,ONLINE,PAID
5427148,92663202,150.1,4.05,ONLINE,PAID
5147627,87052843,74.7,1.12,ONLINE,PAID
5111821,86429192,12.0,0.0,VOUCHER,PAID
4802025,79682837,10.0,0.0,VOUCHER,PAID
5369661,91504122,340.4,6.81,ONLINE,PAID
4682060,76290050,159.65,4.31,ONLINE,PAID
4875394,81548875,31.9,0.48,ONLINE,PAID
5112638,86442441,74.7,1.12,ONLINE,PAID
4882760,81735762,130.9,1.7,ONLINE,PAID
4695625,76711143,44.8,0.63,ONLINE,PAID
4939766,82934069,176.1,4.75,ONLINE,PAID
4831453,80431761,8.0,0.0,VOUCHER,PAID
4821859,80199399,8.4,0.0,VOUCHER,PAID
5413396,92377603,143.8,3.88,ONLINE,PAID
5317802,90369746,67.6,0.95,DEBIT,PAID
4782652,79194878,51.8,1.4,ONLINE,PAID
4825703,80272882,40.11,0.6,ONLINE,PAID
4692454,76602781,117.7,3.18,ONLINE,PAID
5192564,87707652,22.6,0.23,ONLINE,PAID
4597498,73971738,10.0,0.0,VOUCHER,PAID
4631506,74924615,59.9,0.78,ONLINE,PAID
5189992,87673440,81.7,1.23,ONLINE,PAID
5130200,86804727,219.75,4.4,ONLINE,PAID
4919891,82573942,10.0,0.0,VOUCHER,PAID
4788103,79301935,103.3,1.55,ONLINE,PAID
5046720,85264413,126.6,3.42,ONLINE,PAID
5196544,87771995,45.7,0.69,ONLINE,PAID
5113036,86434460,94.9,1.42,MONEY,PAID
4779402,79094316,30.8,0.46,ONLINE,PAID
5192728,87711660,99.7,2.69,ONLINE,PAID
4533440,71959738,50.9,0.71,ONLINE,PAID
4535156,72010831,66.5,1.0,ONLINE,PAID
4583483,73538395,32.9,0.49,ONLINE,PAID
4542923,72289289,137.0,2.74,ONLINE,PAID
4576107,73308054,10.0,0.0,VOUCHER,PAID
4975116,83703298,138.6,3.74,ONLINE,PAID
4568080,73038551,147.9,0.0,MEAL_BENEFIT,PAID
4931577,82779899,129.15,3.49,ONLINE,PAID
5375152,91567582,86.7,2.34,ONLINE,PAID
5095240,86154806,33.9,0.51,ONLINE,PAID
4937920,82897721,45.89,0.69,DEBIT,PAID
5358331,91217983,59.9,0.9,ONLINE,PAID
4721492,77370196,29.9,0.45,ONLINE,PAID
4827709,80368356,126.8,3.42,ONLINE,PAID
4741970,78021179,72.8,1.09,ONLINE,PAID
5191182,87677406,279.7,4.2,CREDIT,PAID
4441105,68898291,92.9,2.51,ONLINE,PAID
5427940,92724946,32.45,0.49,ONLINE,PAID
4733777,77747838,5.0,0.0,VOUCHER,PAID
4744919,78129966,86.9,2.35,ONLINE,PAID
4888381,81883826,71.4,1.93,ONLINE,PAID
5063263,85572358,189.61,3.79,ONLINE,PAID
4841047,80660458,12.0,0.0,VOUCHER,PAID
5353419,91113656,33.6,0.5,ONLINE,PAID
5295385,89931777,334.8,6.7,ONLINE,PAID
4644299,75318429,54.5,0.82,ONLINE,PAID
4459383,69592304,57.0,0.86,ONLINE,PAID
5397549,92041358,65.7,1.77,ONLINE,PAID
5043417,85220559,58.8,0.88,ONLINE,PAID
4444376,68992524,311.7,8.42,ONLINE,PAID
5113623,86459157,34.8,0.7,ONLINE,PAID
5049932,85324693,35.85,0.0,VOUCHER_STORE,PAID
4587972,73648483,55.59,0.83,ONLINE,PAID
4442066,68922065,91.0,1.18,ONLINE,PAID
4642899,75292668,17.9,0.27,ONLINE,PAID
5253081,88858611,52.54,0.79,ONLINE,PAID
5000745,84292978,28.8,0.43,ONLINE,PAID
5176599,87470654,104.9,2.1,ONLINE,PAID
5330773,90597339,67.6,1.01,ONLINE,PAID
4894651,82001322,126.6,3.42,ONLINE,PAID
4610673,74377977,21.8,0.33,ONLINE,PAID
4915586,82463073,4.99,0.07,ONLINE,PAID
4475008,70127477,52.7,0.79,ONLINE,PAID
5250051,88791361,48.9,0.73,ONLINE,PAID
4743935,78112100,185.5,5.01,ONLINE,PAID
4713478,77127579,66.7,0.0,MEAL_BENEFIT,PAID
